2009-03-31	18:00	2	kolegij_034	00034
2009-03-31	18:00	2	kolegij_037	00037
2009-03-31	18:00	2	kolegij_008	00008
2009-04-02	18:00	2	kolegij_055	00055
2009-04-09	18:00	2	kolegij_087	00087
2009-04-09	18:00	2	kolegij_121	00121
2009-04-09	18:00	2	kolegij_059	00059
2009-04-09	18:00	2	kolegij_107	00107
2009-03-30	09:00	2	kolegij_080	00080
2009-03-30	09:00	2	kolegij_101	00101
2009-03-30	09:00	2	kolegij_128	00128
2009-03-30	12:00	2	kolegij_006	00006
2009-03-30	12:00	2	kolegij_054	00054
2009-03-30	12:00	2	kolegij_050	00050
2009-03-30	12:00	2	kolegij_022	00022
2009-03-30	12:00	2	kolegij_028	00028
2009-03-30	12:00	2	kolegij_027	00027
2009-03-30	12:00	2	kolegij_035	00035
2009-03-30	15:00	2	kolegij_052	00052
2009-03-30	15:00	2	kolegij_011	00011
2009-03-30	15:00	2	kolegij_100	00100
2009-03-30	15:00	2	kolegij_067	00067
2009-03-31	09:00	2	kolegij_048	00048
2009-03-31	09:00	2	kolegij_102	00102
2009-03-31	09:00	2	kolegij_021	00021
2009-03-31	12:00	2	kolegij_042	00042
2009-03-31	12:00	2	kolegij_092	00092
2009-03-31	12:00	2	kolegij_019	00019
2009-03-31	15:00	2	kolegij_079	00079
2009-03-31	15:00	2	kolegij_104	00104
2009-04-01	09:00	2	kolegij_032	00032
2009-04-01	09:00	2	kolegij_120	00120
2009-04-01	09:00	2	kolegij_126	00126
2009-04-01	09:00	2	kolegij_119	00119
2009-04-01	12:00	2	kolegij_002	00002
2009-04-01	12:00	2	kolegij_001	00001
2009-04-01	12:00	2	kolegij_123	00123
2009-04-01	12:00	2	kolegij_038	00038
2009-04-01	12:00	2	kolegij_077	00077
2009-04-01	15:00	2	kolegij_036	00036
2009-04-01	15:00	2	kolegij_018	00018
2009-04-03	09:00	2	kolegij_103	00103
2009-04-03	09:00	2	kolegij_047	00047
2009-04-03	09:00	2	kolegij_109	00109
2009-04-03	09:00	2	kolegij_111	00111
2009-04-03	09:00	2	kolegij_129	00129
2009-04-03	09:00	2	kolegij_076	00076
2009-04-03	15:00	2	kolegij_013	00013
2009-04-03	15:00	2	kolegij_063	00063
2009-04-03	15:00	2	kolegij_117	00117
2009-04-03	15:00	2	kolegij_071	00071
2009-04-03	15:00	2	kolegij_093	00093
2009-04-03	15:00	2	kolegij_062	00062
2009-04-03	15:00	2	kolegij_127	00127
2009-04-06	09:00	2	kolegij_044	00044
2009-04-06	09:00	2	kolegij_074	00074
2009-04-06	09:00	2	kolegij_029	00029
2009-04-06	09:00	2	kolegij_026	00026
2009-04-06	12:00	2	kolegij_110	00110
2009-04-06	12:00	2	kolegij_015	00015
2009-04-06	12:00	2	kolegij_057	00057
2009-04-06	12:00	2	kolegij_053	00053
2009-04-06	12:00	2	kolegij_088	00088
2009-04-06	12:00	2	kolegij_023	00023
2009-04-06	12:00	2	kolegij_025	00025
2009-04-06	12:00	2	kolegij_105	00105
2009-04-06	12:00	2	kolegij_033	00033
2009-04-06	12:00	2	kolegij_082	00082
2009-04-06	15:00	2	kolegij_068	00068
2009-04-06	15:00	2	kolegij_039	00039
2009-04-06	15:00	2	kolegij_045	00045
2009-04-06	15:00	2	kolegij_007	00007
2009-04-06	15:00	2	kolegij_014	00014
2009-04-06	15:00	2	kolegij_113	00113
2009-04-07	09:00	2	kolegij_081	00081
2009-04-07	09:00	2	kolegij_016	00016
2009-04-07	12:00	2	kolegij_003	00003
2009-04-07	12:00	2	kolegij_122	00122
2009-04-07	12:00	2	kolegij_097	00097
2009-04-07	12:00	2	kolegij_043	00043
2009-04-07	12:00	2	kolegij_106	00106
2009-04-07	15:00	2	kolegij_125	00125
2009-04-07	15:00	2	kolegij_061	00061
2009-04-07	15:00	2	kolegij_004	00004
2009-04-08	09:00	2	kolegij_020	00020
2009-04-08	09:00	2	kolegij_069	00069
2009-04-08	09:00	2	kolegij_005	00005
2009-04-08	09:00	2	kolegij_086	00086
2009-04-08	09:00	2	kolegij_060	00060
2009-04-08	12:00	2	kolegij_072	00072
2009-04-08	12:00	2	kolegij_099	00099
2009-04-08	12:00	2	kolegij_085	00085
2009-04-08	12:00	2	kolegij_116	00116
2009-04-08	12:00	2	kolegij_115	00115
2009-04-08	12:00	2	kolegij_124	00124
2009-04-08	15:00	2	kolegij_089	00089
2009-04-08	15:00	2	kolegij_118	00118
2009-04-08	15:00	2	kolegij_051	00051
